"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_symbol"
331.526695266323,4.6821605869082,0.114529995012594,40.8815226648123,0,0,"ENSMUSG00000094697",NA
258.469019944452,-5.5059000277964,0.150941166684454,-36.4771264774083,2.55654604733934e-291,2.98387271915212e-287,"ENSMUSG00000020415","Pttg1"
2035.56501458376,1.19086756248694,0.03351006065525,35.5376128601654,1.29091143569528e-276,1.0044581881145e-272,"ENSMUSG00000053644","Aldh7a1"
4420.96857065701,1.51931046480697,0.0445811576568281,34.0796548286643,1.47672368343046e-254,8.6177902355793e-251,"ENSMUSG00000079710","Dynlt2a2"
268.154152030984,-2.68244376073999,0.0787757211600012,-34.0516560336107,3.83605198063335e-254,1.79089922767849e-250,"ENSMUSG00000021798","Ldb3"
241.667921207781,6.05386932035096,0.179162871409099,33.7897538297854,2.78909843167259e-250,1.08509874484222e-246,"ENSMUSG00000092465",NA
118.709969581334,2.68855837138132,0.0847595518807934,31.7198275795811,8.2800579422889e-221,2.76116275066928e-217,"ENSMUSG00000085882","2610507I01Rik"
427.535061269047,-1.61559261705045,0.0518233897044331,-31.1749699559358,2.3275489218204e-213,6.79149681025671e-210,"ENSMUSG00000072680",NA
438.689869424905,-1.61378689475363,0.0523609924608846,-30.8204031075077,1.39662308010832e-208,3.62237472877428e-205,"ENSMUSG00000021867",NA
439.372318817409,-1.61007912555516,0.0528287995400261,-30.4772991166546,5.21026688697339e-204,1.2162325994262e-200,"ENSMUSG00000072676","Tmem254"
96.2320089214736,-4.13873690583594,0.136277718485601,-30.3698722860058,1.37340593111801e-202,2.91449224091707e-199,"ENSMUSG00000054594","Oscar"
8966.41242650762,1.44542652598988,0.0481695789875857,30.0070408828442,7.94280283319565e-198,1.54507372112738e-194,"ENSMUSG00000036552","Ermard"
943.831121438941,-1.06759135562979,0.0359275151129432,-29.7151459619086,4.89385683530278e-194,8.78748462357484e-191,"ENSMUSG00000002345","Borcs8"
2950.31024348492,1.07636930084716,0.0371865808458863,28.945099989375,3.23447974428423e-184,5.39303290505906e-181,"ENSMUSG00000024026","Glo1"
149.713140187784,-6.78625036311308,0.239651571768707,-28.3171535785404,2.12523127176501e-176,3.3072849051207e-173,"ENSMUSG00000059751","Rps3a3"
141.903133267401,1.95833004323759,0.0692172605555715,28.2925100981905,4.27283987886027e-176,6.2338063307647e-173,"ENSMUSG00000001473","Tubb6"
156.377969328802,2.94176530786862,0.106447095916753,27.635937669631,4.11877890149863e-168,5.65556799398132e-165,"ENSMUSG00000046101","Mcmdc2"
395.147422303122,1.42717199709901,0.051975681622267,27.4584565811176,5.50644395245834e-166,7.14094006567973e-163,"ENSMUSG00000032498","Mlh1"
93.6646240881534,-4.82089130115722,0.182325162912329,-26.4411736929332,4.60955892743066e-154,5.66320705489547e-151,"ENSMUSG00000079450","Cldn34c1"
83.5624160310497,5.56774691404917,0.211404130268048,26.336982664386,7.23542636682882e-153,8.44482788404426e-150,"ENSMUSG00000084349","Rpl3-ps1"
219.001013039823,2.00492127183257,0.0767244673920665,26.131445938716,1.60182024556337e-150,1.78053761867551e-147,"ENSMUSG00000063320","Uqcc6"
1503.48453418787,-3.18636776459957,0.123094547523239,-25.8855313148457,9.6916591483727e-148,1.02832908863847e-144,"ENSMUSG00000021091","Serpina3n"
152.064665946112,2.51502688040526,0.0983585588692034,25.5699850558987,3.29185519667434e-144,3.34094677634648e-141,"ENSMUSG00000097141",NA
68.9062453231286,-3.12423253443309,0.123322092370835,-25.3339241523601,1.35141721618325e-141,1.31442216989024e-138,"ENSMUSG00000097815",NA
672.130584109346,1.19868794747035,0.0478985602152769,25.0255527949678,3.22301516806023e-138,3.0093937227212e-135,"ENSMUSG00000060427","Zfp868"
95.6350240375585,2.71598955889457,0.111319974572578,24.3980432920761,1.79395328655995e-131,1.61062506031418e-128,"ENSMUSG00000033826","Dnah8"
93.7638768428066,6.04684480145222,0.251374757809335,24.0550994624476,7.38261345887088e-128,6.38267948038604e-125,"ENSMUSG00000080242",NA
89.0747767393847,5.7420461877255,0.240870711338764,23.8387064820422,1.32620212436101e-125,1.10562629246283e-122,"ENSMUSG00000093846","Gm4425"
21243.5679452376,1.06493496388771,0.045500099472906,23.4051128728159,3.79080682321566e-121,3.05133805773528e-118,"ENSMUSG00000096780",NA
319.929454312923,2.01050381576202,0.0876532947688436,22.9370022092616,1.9865531043672e-116,1.54573697050812e-113,"ENSMUSG00000097785","B230217O12Rik"
678.085750557617,0.754971862241953,0.0330398528341301,22.8503397406804,1.45006604839141e-115,1.09189973443874e-112,"ENSMUSG00000027428","Rbbp9"
64.8581137496668,-4.28818738685751,0.187690512221176,-22.8471185682751,1.5610352845111e-115,1.13872645769821e-112,"ENSMUSG00000090129","Or10ad1"
68.6971395605198,3.98485471298422,0.174784832124799,22.7986299757348,4.73089677652138e-115,3.34646434710117e-112,"ENSMUSG00000066258","Trim12a"
640.12420113336,-0.687637542916201,0.0304486767715349,-22.5834951080384,6.29671433801264e-113,4.32306478800674e-110,"ENSMUSG00000054676","1600014C10Rik"
47.1798143156536,4.22313197647595,0.18943259374884,22.2935868263262,4.26422733362602e-110,2.8439959613952e-107,"ENSMUSG00000024114","Prss41"
23394.1807873708,1.01556959741976,0.0460813802019498,22.0386106702766,1.22849411552091e-107,7.96576059405685e-105,"ENSMUSG00000097723",NA
865.091789746219,0.82273360397346,0.0380062453614772,21.6473265419524,6.44097825476779e-104,4.06356095678499e-101,"ENSMUSG00000025086","Trub1"
667.085810494056,-1.01795785724169,0.0477300152740322,-21.3274152835964,6.32052213935939e-101,3.88263021839648e-98,"ENSMUSG00000040102","Klhl42"
550.347799024752,2.21031930813037,0.105051654532516,21.0403093408322,2.80541874944381e-98,1.67915102226326e-95,"ENSMUSG00000095564",NA
85.4258842745755,-5.39315200916129,0.256464103914351,-21.0288766608928,3.57003597419754e-98,2.08338374364233e-95,"ENSMUSG00000002324","Rec8"
1905.61778866008,1.68948732217046,0.0805222988924569,20.9816081434398,9.65718863059406e-98,5.49823790741359e-95,"ENSMUSG00000044783","A730008H23Rik"
1136.15263772644,-1.31005526548359,0.0630944043228125,-20.7634144349933,9.27376378231564e-96,5.15422542787129e-93,"ENSMUSG00000023826","Prkn"
290.882877650242,6.27282383011543,0.305447774181819,20.5364856460912,1.01657655438576e-93,5.51859221140157e-91,"ENSMUSG00000024027","Glp1r"
83.9198188457497,7.09851572781125,0.347897198024396,20.4040612230325,1.53888531920134e-92,8.16413636502658e-90,"ENSMUSG00000063696","Gm8730"
858.324954494938,-1.24311508530117,0.0620609295225402,-20.0305585956408,2.98293293926326e-89,1.54734674669383e-86,"ENSMUSG00000098702","1500015A07Rik"
67.0232985349157,6.77446072165307,0.338876840008676,19.9909227242547,6.60628273780956e-89,3.3524012597541e-86,"ENSMUSG00000084131","Rpl3-ps2"
456.85484002055,-1.04889728308179,0.0526460515602392,-19.9235698024116,2.54205550269232e-88,1.26253620424142e-85,"ENSMUSG00000030423","Pop4"
52.9938748565565,-3.17603974054103,0.160229179131626,-19.8218561547517,1.92862383428663e-87,9.37913878411515e-85,"ENSMUSG00000092500",NA
142.37266816489,8.18763402904372,0.424681708591744,19.2794600365392,7.99062463206072e-83,3.80663573033048e-80,"ENSMUSG00000060177","Klk1b22"
143.330647199146,-10.1968509718943,0.529155679353989,-19.2700397439615,9.58624115998723e-83,4.47543254795164e-80,"ENSMUSG00000066553",NA
316.66186118162,-2.94218225043552,0.15270090679875,-19.2676147910054,1.00460551707971e-82,4.59813854611601e-80,"ENSMUSG00000085642",NA
4399.94443996641,-0.829346136979219,0.0433564004071818,-19.1285745401005,1.46012405578774e-81,6.55455304504868e-79,"ENSMUSG00000035964","Tmem59l"
86.5034144037586,5.50554761191444,0.290176746490945,18.9730834000037,2.84706605145869e-80,1.2539445818717e-77,"ENSMUSG00000040084","Bub1b"
71.6014086709932,1.9505843372949,0.1028226489997,18.9703762378325,2.99753555711838e-80,1.295768009441e-77,"ENSMUSG00000042961","Egflam"
44.4430451407137,-4.00326650475794,0.211092647860593,-18.9644999261259,3.35199992492771e-80,1.4226497135925e-77,"ENSMUSG00000003484","Cyp4f18"
39.1049868133491,-3.26570751925506,0.172400535690387,-18.9425601618774,5.0862679025528e-80,2.12015627945161e-77,"ENSMUSG00000069755",NA
467.83985843001,1.56183001390671,0.0828932694272756,18.8414575115407,3.45324184575191e-79,1.41419341062082e-76,"ENSMUSG00000079707","Dynlt2a1"
45.3356735274119,5.74765238188453,0.307089733130415,18.7165240703232,3.63085425341335e-78,1.46129363512807e-75,"ENSMUSG00000097906","Gm9625"
847.88824285276,-1.1870014125069,0.0638069281762578,-18.6030176727514,3.0371960751413e-77,1.2016486098648e-74,"ENSMUSG00000094817",NA
730.570849130381,-0.905982193956006,0.0493465133511064,-18.3595989347785,2.76642686333475e-75,1.07627837118038e-72,"ENSMUSG00000052031","Tagap1"
33.912626316853,-5.13220674428754,0.28486556082188,-18.0162415192638,1.45284683168031e-72,5.55963993310059e-70,"ENSMUSG00000085666",NA
89.388455683118,2.69233380827157,0.149635542855133,17.9926089543987,2.22625395578782e-72,8.38184614354116e-70,"ENSMUSG00000053846","Lipg"
268.648871396382,-1.51093285036508,0.0842874064720052,-17.9259620577709,7.39600003289218e-72,2.74039410742543e-69,"ENSMUSG00000051242","Pcdhb9"
58.66980661287,-2.55278407893627,0.142478167263278,-17.9170193438769,8.68590863817709e-72,3.16804945845262e-69,"ENSMUSG00000051729","Gm5087"
837.299335462883,0.713561090970245,0.0402003982471098,17.7501000508508,1.72047249273672e-70,6.17861375353125e-68,"ENSMUSG00000037376","Trmt6"
1991.39522172857,1.13118174988709,0.0641268740268107,17.639745692487,1.22008805041165e-69,4.31522960011502e-67,"ENSMUSG00000027332","Ivd"
413.606322639755,-1.80865899670573,0.102860653874028,-17.5835844765363,3.29097602101239e-69,1.14658586952974e-66,"ENSMUSG00000000792","Slc5a5"
37.6976564971906,-2.76089949219211,0.157242502916653,-17.5582265671231,5.14579352400566e-69,1.7664449739833e-66,"ENSMUSG00000027606","Dnajc5b"
82.4503146862527,-1.86263612015445,0.107067052428452,-17.3969122891393,8.70716610340108e-68,2.94567215002451e-65,"ENSMUSG00000094800",NA
1350.8388578104,-0.838980748240793,0.0484768491688002,-17.3068333158246,4.17768626673541e-67,1.3931390074915e-64,"ENSMUSG00000020955","Ap4s1"
58.1990507638697,-2.94551830936499,0.171583407927512,-17.1666849664705,4.71596145401581e-66,1.55048856649424e-63,"ENSMUSG00000035429","Ptprh"
89.2145138837977,1.76111955339055,0.103424168318801,17.0281239097032,5.08071438887278e-65,1.64720994415913e-62,"ENSMUSG00000090215","Trim34b"
4011.83802791141,1.0115791619892,0.0594375289393664,17.0191994862561,5.91741042209936e-65,1.8921933079872e-62,"ENSMUSG00000093880",NA
36.4882696071725,3.13188186286473,0.184121815519866,17.0098358742656,6.94320066432824e-65,2.19020450145154e-62,"ENSMUSG00000036172","Cd200r3"
79.2779025700429,-1.8917819849951,0.111334408588667,-16.9918896500759,9.43015543062838e-65,2.93504157622878e-62,"ENSMUSG00000095304","Plac9"
530.262733378672,-1.34952276490145,0.0794317523193481,-16.989714131898,9.78649668582452e-65,3.00587094917371e-62,"ENSMUSG00000094002","Silc1"
30.8529911536011,5.23043739129645,0.30977245542558,16.884772353664,5.82405265867854e-64,1.76559560014978e-61,"ENSMUSG00000096403",NA
86.563591895841,-8.15439545317569,0.485053477477422,-16.8113328360897,2.01587403990527e-63,6.03289073250113e-61,"ENSMUSG00000066362","Rps13-ps1"
67.9794706472491,8.99047020437618,0.537582999797609,16.7238737232408,8.78206947942131e-63,2.59493478301432e-60,"ENSMUSG00000085235",NA
29.0298180736586,3.07933929243932,0.184265132916404,16.711459426436,1.08155782193558e-62,3.15585052968027e-60,"ENSMUSG00000030543","Mesp2"
182.404415794933,1.31421871702266,0.0787177532491196,16.695328090266,1.41737906820907e-62,4.08467649249437e-60,"ENSMUSG00000032679","Cd59a"
78.5697088884016,-1.9010258540848,0.113918292133533,-16.6876260035259,1.61256620679415e-62,4.59050402014583e-60,"ENSMUSG00000072674",NA
56.7398034348885,2.25064873744733,0.135153060107088,16.6525917775302,2.89775978210116e-62,8.14968754139608e-60,"ENSMUSG00000074852","Hpse2"
25.2623004525774,3.40130211369608,0.204477022809165,16.6341531530927,3.94290929850483e-62,1.09570633041665e-59,"ENSMUSG00000087194","Skint6"
